feedback_id,created_at,game_ref,player_appellation,version,event_name,channel,text,image_hint,text_emotion,text_emotion_cn,text_confidence,image_emotion,image_emotion_cn,image_confidence,fused_emotion,fused_emotion_cn,fused_confidence,intent,risk_level,need_reply,recommended_action,tags,trace
FB0001,2026-04-10 02:43:00,原神,旅行者,5.7,海灯节复刻,TapTap,移动端画面特效一多就掉帧，尤其是新地图传送点附近。,崩溃报错截图,sadness,失落,0.79,sadness,失落,0.4,sadness,失落,0.65,BUG反馈,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=失落(0.79); 图像线索=崩溃报错截图/失落(0.4); 融合结果=失落(0.65); 意图=BUG反馈; 风险=高
FB0128,2026-04-25 05:52:00,鸣潮,漂泊者,3.3,潮汐回响版本,QQ群,邮件有效期太短，错过上线就领不到，有点难受。,抽卡截图,disgust,反感,0.84,disgust,反感,0.41,disgust,反感,0.69,福利补偿,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=反感(0.84); 图像线索=抽卡截图/反感(0.41); 融合结果=反感(0.69); 意图=福利补偿; 风险=高
FB0129,2026-05-14 01:02:00,明日方舟,博士,2.5,限定寻访,客服工单,邮件有效期太短，错过上线就领不到，有点难受。,公告截图,joy,喜悦,0.63,disgust,反感,0.43,joy,喜悦,0.56,福利补偿,低,是,记录样本；进入日报统计,商业化/补偿；可正向传播,文本情绪=喜悦(0.63); 图像线索=公告截图/反感(0.43); 融合结果=喜悦(0.56); 意图=福利补偿; 风险=低
FB0130,2026-04-30 01:32:00,明日方舟,博士,2.7,限定寻访,小红书,这版本福利和内容量都挺足，回坑体验不错。,角色立绘截图,surprise,惊讶,0.78,surprise,惊讶,0.36,surprise,惊讶,0.63,正向安利,低,否,记录样本；进入日报统计,常规反馈,文本情绪=惊讶(0.78); 图像线索=角色立绘截图/惊讶(0.36); 融合结果=惊讶(0.63); 意图=正向安利; 风险=低
FB0131,2026-04-20 19:46:00,原神,旅行者,6.0,月之歌版本,小红书,过场动画加载变快了，体验比上个版本好。,崩溃报错截图,anger,愤怒,0.76,anger,愤怒,0.74,anger,愤怒,0.75,性能优化,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=愤怒(0.76); 图像线索=崩溃报错截图/愤怒(0.74); 融合结果=愤怒(0.75); 意图=性能优化; 风险=高
FB0132,2026-04-14 07:26:00,原神,旅行者,5.8,角色祈愿,客服工单,活动小游戏挺有创意，但每日任务重复度太高。,活动奖励截图,neutral,中性,0.74,joy,喜悦,0.75,neutral,中性,0.74,活动体验,低,否,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.74); 图像线索=活动奖励截图/喜悦(0.75); 融合结果=中性(0.74); 意图=活动体验; 风险=低
FB0133,2026-04-30 14:34:00,星穹铁道,开拓者,3.2,同行任务,QQ群,希望官方正面回应争议点，不要只发模板话术。,角色立绘截图,anger,愤怒,0.87,fear,担忧,0.9,fear,担忧,0.88,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.87); 图像线索=角色立绘截图/担忧(0.9); 融合结果=担忧(0.88); 意图=舆情投诉; 风险=严重
FB0134,2026-04-28 10:30:00,明日方舟,博士,2.5,集成战略,QQ群,高难关卡数值有点夸张，普通玩家很难拿满奖励。,角色立绘截图,anger,愤怒,0.93,anger,愤怒,0.68,anger,愤怒,0.84,活动体验,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.93); 图像线索=角色立绘截图/愤怒(0.68); 融合结果=愤怒(0.84); 意图=活动体验; 风险=严重
FB0135,2026-04-25 22:45:00,星穹铁道,开拓者,3.3,跃迁卡池,B站评论,过场动画加载变快了，体验比上个版本好。,角色立绘截图,anger,愤怒,0.93,fear,担忧,0.47,anger,愤怒,0.77,性能优化,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=愤怒(0.93); 图像线索=角色立绘截图/担忧(0.47); 融合结果=愤怒(0.77); 意图=性能优化; 风险=高
FB0136,2026-04-22 01:03:00,明日方舟,博士,2.4,限定寻访,NGA论坛,直播承诺和实装差距太大，这种落差很伤信任。,剧情CG截图,sadness,失落,0.78,sadness,失落,0.59,sadness,失落,0.71,舆情投诉,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=失落(0.78); 图像线索=剧情CG截图/失落(0.59); 融合结果=失落(0.71); 意图=舆情投诉; 风险=高
FB0137,2026-05-11 23:30:00,星穹铁道,开拓者,3.2,模拟宇宙更新,客服工单,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,角色立绘截图,surprise,惊讶,0.87,surprise,惊讶,0.72,surprise,惊讶,0.82,剧情评价,低,是,记录样本；进入日报统计,内容反馈,文本情绪=惊讶(0.87); 图像线索=角色立绘截图/惊讶(0.72); 融合结果=惊讶(0.82); 意图=剧情评价; 风险=低
FB0138,2026-04-04 11:53:00,鸣潮,漂泊者,3.3,共鸣者唤取,TapTap,公告说法太模糊，社区都吵起来了，建议尽快补充解释。,角色立绘截图,anger,愤怒,0.77,joy,喜悦,0.52,anger,愤怒,0.68,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.77); 图像线索=角色立绘截图/喜悦(0.52); 融合结果=愤怒(0.68); 意图=舆情投诉; 风险=严重
FB0139,2026-05-14 09:29:00,原神,旅行者,6.0,角色祈愿,TapTap,邮件有效期太短，错过上线就领不到，有点难受。,公告截图,anger,愤怒,0.89,anger,愤怒,0.61,anger,愤怒,0.79,福利补偿,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=愤怒(0.89); 图像线索=公告截图/愤怒(0.61); 融合结果=愤怒(0.79); 意图=福利补偿; 风险=高
FB0140,2026-04-16 08:39:00,明日方舟,博士,2.6,集成战略,NGA论坛,限定池保底压力太大，连续歪真的心态爆炸。,崩溃报错截图,neutral,中性,0.92,neutral,中性,0.4,neutral,中性,0.74,抽卡/付费,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿,文本情绪=中性(0.92); 图像线索=崩溃报错截图/中性(0.4); 融合结果=中性(0.74); 意图=抽卡/付费; 风险=中
FB0141,2026-04-01 22:16:00,原神,旅行者,5.8,角色祈愿,NGA论坛,武器池说明能不能写得更直白一点，概率和继承规则不够醒目。,角色立绘截图,sadness,失落,0.75,surprise,惊讶,0.68,sadness,失落,0.73,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=失落(0.75); 图像线索=角色立绘截图/惊讶(0.68); 融合结果=失落(0.73); 意图=抽卡/付费; 风险=高
FB0142,2026-04-27 13:10:00,明日方舟,博士,2.4,危机合约轮换,QQ群,这次事故影响挺大，只给常规补偿感觉不太够。,角色立绘截图,sadness,失落,0.77,surprise,惊讶,0.56,sadness,失落,0.7,福利补偿,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿,文本情绪=失落(0.77); 图像线索=角色立绘截图/惊讶(0.56); 融合结果=失落(0.7); 意图=福利补偿; 风险=中
FB0143,2026-05-03 06:26:00,鸣潮,漂泊者,3.0,海蚀遗迹活动,QQ群,活动商店兑换材料丰富，肝度控制得不错。,剧情CG截图,neutral,中性,0.93,anger,愤怒,0.65,neutral,中性,0.83,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=中性(0.93); 图像线索=剧情CG截图/愤怒(0.65); 融合结果=中性(0.83); 意图=活动体验; 风险=中
FB0144,2026-04-15 09:20:00,明日方舟,博士,2.5,危机合约轮换,TapTap,这次主线后半段演出很燃，角色的选择也有说服力，想继续追。,剧情CG截图,neutral,中性,0.75,disgust,反感,0.4,neutral,中性,0.63,剧情评价,低,否,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.75); 图像线索=剧情CG截图/反感(0.4); 融合结果=中性(0.63); 意图=剧情评价; 风险=低
FB0145,2026-04-06 07:35:00,原神,旅行者,6.0,深境挑战,QQ群,客服回复很快，也帮我找回了误删邮件，感谢。,无图,sadness,失落,0.89,,,0.0,sadness,失落,0.89,客服求助,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=失落(0.89); 图像线索=无图/信任(0.0); 融合结果=失落(0.89); 意图=客服求助; 风险=高
FB0146,2026-05-07 12:22:00,明日方舟,博士,2.4,剿灭委托,B站评论,今天打活动关突然闪退两次，体力扣了但奖励没结算。,无图,sadness,失落,0.79,,,0.0,sadness,失落,0.79,BUG反馈,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=失落(0.79); 图像线索=无图/愤怒(0.0); 融合结果=失落(0.79); 意图=BUG反馈; 风险=高
FB0147,2026-05-07 05:23:00,星穹铁道,开拓者,3.2,版本前瞻,TapTap,移动端画面特效一多就掉帧，尤其是新地图传送点附近。,崩溃报错截图,neutral,中性,0.73,neutral,中性,0.74,neutral,中性,0.73,BUG反馈,中,是,生成角色化安抚回复；归入版本反馈池,体验问题,文本情绪=中性(0.73); 图像线索=崩溃报错截图/中性(0.74); 融合结果=中性(0.73); 意图=BUG反馈; 风险=中
FB0148,2026-04-20 09:53:00,明日方舟,博士,2.7,剿灭委托,TapTap,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,角色立绘截图,joy,喜悦,0.59,joy,喜悦,0.76,joy,喜悦,0.65,剧情评价,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.59); 图像线索=角色立绘截图/喜悦(0.76); 融合结果=喜悦(0.65); 意图=剧情评价; 风险=低
FB0149,2026-04-24 21:12:00,星穹铁道,开拓者,3.3,版本前瞻,TapTap,活动商店兑换材料丰富，肝度控制得不错。,抽卡截图,trust,信任,0.86,trust,信任,0.73,trust,信任,0.81,活动体验,低,是,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.86); 图像线索=抽卡截图/信任(0.73); 融合结果=信任(0.81); 意图=活动体验; 风险=低
FB0150,2026-04-05 12:15:00,鸣潮,漂泊者,2.6,潮汐回响版本,QQ群,活动小游戏挺有创意，但每日任务重复度太高。,剧情CG截图,neutral,中性,0.73,neutral,中性,0.78,neutral,中性,0.75,活动体验,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.73); 图像线索=剧情CG截图/中性(0.78); 融合结果=中性(0.75); 意图=活动体验; 风险=低
FB0151,2026-04-27 03:56:00,明日方舟,博士,2.6,剿灭委托,NGA论坛,高难关卡数值有点夸张，普通玩家很难拿满奖励。,剧情CG截图,joy,喜悦,0.83,joy,喜悦,0.51,joy,喜悦,0.72,活动体验,低,是,记录样本；进入日报统计,可正向传播,文本情绪=喜悦(0.83); 图像线索=剧情CG截图/喜悦(0.51); 融合结果=喜悦(0.72); 意图=活动体验; 风险=低
FB0152,2026-05-16 03:20:00,星穹铁道,开拓者,3.3,模拟宇宙更新,客服工单,希望官方正面回应争议点，不要只发模板话术。,角色立绘截图,sadness,失落,0.74,sadness,失落,0.78,sadness,失落,0.75,舆情投诉,高,是,优先客服跟进；同步运营群；检查公告口径,需人工复核,文本情绪=失落(0.74); 图像线索=角色立绘截图/失落(0.78); 融合结果=失落(0.75); 意图=舆情投诉; 风险=高
FB0153,2026-05-06 14:26:00,鸣潮,漂泊者,3.3,共鸣者唤取,B站评论,高难关卡数值有点夸张，普通玩家很难拿满奖励。,剧情CG截图,surprise,惊讶,0.63,surprise,惊讶,0.54,surprise,惊讶,0.6,活动体验,低,否,记录样本；进入日报统计,常规反馈,文本情绪=惊讶(0.63); 图像线索=剧情CG截图/惊讶(0.54); 融合结果=惊讶(0.6); 意图=活动体验; 风险=低
FB0154,2026-04-04 17:55:00,明日方舟,博士,2.6,危机合约轮换,客服工单,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,剧情CG截图,joy,喜悦,0.89,joy,喜悦,0.85,joy,喜悦,0.88,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈；可正向传播,文本情绪=喜悦(0.89); 图像线索=剧情CG截图/喜悦(0.85); 融合结果=喜悦(0.88); 意图=剧情评价; 风险=中
FB0155,2026-04-22 01:44:00,明日方舟,博士,2.4,限定寻访,QQ群,今天打活动关突然闪退两次，体力扣了但奖励没结算。,剧情CG截图,disgust,反感,0.66,surprise,惊讶,0.57,surprise,惊讶,0.63,BUG反馈,中,是,生成角色化安抚回复；归入版本反馈池,体验问题,文本情绪=反感(0.66); 图像线索=剧情CG截图/惊讶(0.57); 融合结果=惊讶(0.63); 意图=BUG反馈; 风险=中
FB0156,2026-04-09 18:51:00,明日方舟,博士,2.7,剿灭委托,QQ群,皮肤很漂亮，但价格略贵，特效如果再多一点会更愿意买。,公告截图,neutral,中性,0.76,neutral,中性,0.53,neutral,中性,0.68,角色厨力,低,是,记录样本；进入日报统计,内容反馈,文本情绪=中性(0.76); 图像线索=公告截图/中性(0.53); 融合结果=中性(0.68); 意图=角色厨力; 风险=低
FB0157,2026-04-14 09:12:00,鸣潮,漂泊者,3.3,声骸双倍,小红书,限定池保底压力太大，连续歪真的心态爆炸。,剧情CG截图,sadness,失落,0.72,sadness,失落,0.72,sadness,失落,0.72,抽卡/付费,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=失落(0.72); 图像线索=剧情CG截图/失落(0.72); 融合结果=失落(0.72); 意图=抽卡/付费; 风险=高
FB0158,2026-04-15 19:08:00,明日方舟,博士,2.5,SideStory活动,游戏内问卷,反馈入口太深了，找客服像做隐藏任务。,无图,neutral,中性,0.77,,,0.0,neutral,中性,0.77,客服求助,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.77); 图像线索=无图/喜悦(0.0); 融合结果=中性(0.77); 意图=客服求助; 风险=低
FB0159,2026-04-07 04:45:00,原神,旅行者,5.7,角色祈愿,NGA论坛,更新后进副本会卡在加载界面，重启也不稳定，希望尽快修。,活动奖励截图,anger,愤怒,0.66,anger,愤怒,0.7,anger,愤怒,0.67,BUG反馈,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=愤怒(0.66); 图像线索=活动奖励截图/愤怒(0.7); 融合结果=愤怒(0.67); 意图=BUG反馈; 风险=严重
FB0160,2026-04-02 19:33:00,星穹铁道,开拓者,3.4,活动商店,B站评论,更新后进副本会卡在加载界面，重启也不稳定，希望尽快修。,角色立绘截图,sadness,失落,0.78,sadness,失落,0.81,sadness,失落,0.79,BUG反馈,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=失落(0.78); 图像线索=角色立绘截图/失落(0.81); 融合结果=失落(0.79); 意图=BUG反馈; 风险=高
FB0161,2026-04-17 18:39:00,鸣潮,漂泊者,3.0,主线间章,NGA论坛,这次主线后半段演出很燃，角色的选择也有说服力，想继续追。,角色立绘截图,fear,担忧,0.89,anger,愤怒,0.56,fear,担忧,0.77,剧情评价,中,是,生成角色化安抚回复；归入版本反馈池,内容反馈,文本情绪=担忧(0.89); 图像线索=角色立绘截图/愤怒(0.56); 融合结果=担忧(0.77); 意图=剧情评价; 风险=中
FB0162,2026-04-04 01:05:00,星穹铁道,开拓者,3.3,跃迁卡池,微博超话,客服回复很快，也帮我找回了误删邮件，感谢。,活动奖励截图,sadness,失落,0.72,sadness,失落,0.36,sadness,失落,0.59,客服求助,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.72); 图像线索=活动奖励截图/失落(0.36); 融合结果=失落(0.59); 意图=客服求助; 风险=中
FB0163,2026-04-05 00:14:00,鸣潮,漂泊者,3.2,海蚀遗迹活动,微博超话,文案里专有名词太密集，新玩家看得有点懵。,活动奖励截图,anger,愤怒,0.91,anger,愤怒,0.88,anger,愤怒,0.9,剧情评价,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,内容反馈；需人工复核,文本情绪=愤怒(0.91); 图像线索=活动奖励截图/愤怒(0.88); 融合结果=愤怒(0.9); 意图=剧情评价; 风险=严重
FB0164,2026-05-05 08:59:00,原神,旅行者,5.7,月之歌版本,TapTap,这次礼包性价比还可以，但希望别把关键养成材料拆太碎。,剧情CG截图,anger,愤怒,0.64,trust,信任,0.74,trust,信任,0.68,抽卡/付费,中,是,生成角色化安抚回复；归入版本反馈池,商业化/补偿；可正向传播,文本情绪=愤怒(0.64); 图像线索=剧情CG截图/信任(0.74); 融合结果=信任(0.68); 意图=抽卡/付费; 风险=中
FB0165,2026-04-09 17:27:00,星穹铁道,开拓者,3.3,活动商店,B站评论,限定池保底压力太大，连续歪真的心态爆炸。,崩溃报错截图,anger,愤怒,0.61,neutral,中性,0.37,anger,愤怒,0.53,抽卡/付费,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,商业化/补偿；需人工复核,文本情绪=愤怒(0.61); 图像线索=崩溃报错截图/中性(0.37); 融合结果=愤怒(0.53); 意图=抽卡/付费; 风险=严重
FB0166,2026-05-08 05:11:00,明日方舟,博士,2.6,限定寻访,客服工单,反馈入口太深了，找客服像做隐藏任务。,抽卡截图,neutral,中性,0.83,surprise,惊讶,0.8,neutral,中性,0.82,客服求助,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.83); 图像线索=抽卡截图/惊讶(0.8); 融合结果=中性(0.82); 意图=客服求助; 风险=低
FB0167,2026-04-28 09:23:00,原神,旅行者,5.7,角色祈愿,客服工单,角色强度和剧情表现差距有点大，希望后续能加强。,角色立绘截图,joy,喜悦,0.58,joy,喜悦,0.78,joy,喜悦,0.65,角色厨力,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.58); 图像线索=角色立绘截图/喜悦(0.78); 融合结果=喜悦(0.65); 意图=角色厨力; 风险=低
FB0168,2026-04-10 04:01:00,鸣潮,漂泊者,3.3,海蚀遗迹活动,客服工单,剧情节奏有点拖，前面铺垫太长，关键冲突反而一笔带过。,公告截图,joy,喜悦,0.79,joy,喜悦,0.52,joy,喜悦,0.7,剧情评价,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.79); 图像线索=公告截图/喜悦(0.52); 融合结果=喜悦(0.7); 意图=剧情评价; 风险=低
FB0169,2026-04-15 20:08:00,原神,旅行者,5.7,深境挑战,客服工单,角色调整没有提前沟通，老玩家会觉得被背刺。,战斗掉帧截图,anger,愤怒,0.68,anger,愤怒,0.6,anger,愤怒,0.65,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=愤怒(0.68); 图像线索=战斗掉帧截图/愤怒(0.6); 融合结果=愤怒(0.65); 意图=舆情投诉; 风险=严重
FB0170,2026-05-13 16:38:00,明日方舟,博士,2.6,集成战略,NGA论坛,提交工单三天还没回复，活动都快结束了。,战斗掉帧截图,neutral,中性,0.75,neutral,中性,0.89,neutral,中性,0.8,客服求助,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.75); 图像线索=战斗掉帧截图/中性(0.89); 融合结果=中性(0.8); 意图=客服求助; 风险=低
FB0171,2026-05-08 02:52:00,明日方舟,博士,2.7,集成战略,游戏内问卷,客服和社区运营这次处理得很稳，值得夸。,战斗掉帧截图,surprise,惊讶,0.83,surprise,惊讶,0.69,surprise,惊讶,0.78,正向安利,低,是,记录样本；进入日报统计,常规反馈,文本情绪=惊讶(0.83); 图像线索=战斗掉帧截图/惊讶(0.69); 融合结果=惊讶(0.78); 意图=正向安利; 风险=低
FB0172,2026-05-13 06:36:00,星穹铁道,开拓者,3.3,版本前瞻,小红书,这次事故影响挺大，只给常规补偿感觉不太够。,角色立绘截图,neutral,中性,0.7,trust,信任,0.56,neutral,中性,0.65,福利补偿,低,是,记录样本；进入日报统计,商业化/补偿,文本情绪=中性(0.7); 图像线索=角色立绘截图/信任(0.56); 融合结果=中性(0.65); 意图=福利补偿; 风险=低
FB0173,2026-04-26 05:53:00,鸣潮,漂泊者,3.0,海蚀遗迹活动,QQ群,公告说法太模糊，社区都吵起来了，建议尽快补充解释。,崩溃报错截图,sadness,失落,0.89,sadness,失落,0.71,sadness,失落,0.83,舆情投诉,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,需人工复核,文本情绪=失落(0.89); 图像线索=崩溃报错截图/失落(0.71); 融合结果=失落(0.83); 意图=舆情投诉; 风险=严重
FB0174,2026-05-09 16:38:00,鸣潮,漂泊者,3.3,海蚀遗迹活动,微博超话,角色强度和剧情表现差距有点大，希望后续能加强。,崩溃报错截图,joy,喜悦,0.73,joy,喜悦,0.8,joy,喜悦,0.75,角色厨力,低,是,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.73); 图像线索=崩溃报错截图/喜悦(0.8); 融合结果=喜悦(0.75); 意图=角色厨力; 风险=低
FB0175,2026-04-29 16:50:00,原神,旅行者,5.6,海灯节复刻,客服工单,高难关卡数值有点夸张，普通玩家很难拿满奖励。,角色立绘截图,sadness,失落,0.58,sadness,失落,0.78,sadness,失落,0.65,活动体验,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.58); 图像线索=角色立绘截图/失落(0.78); 融合结果=失落(0.65); 意图=活动体验; 风险=中
FB0176,2026-04-30 19:01:00,鸣潮,漂泊者,3.3,海蚀遗迹活动,TapTap,账号异常登录提醒不够明显，希望能增加二次确认。,抽卡截图,sadness,失落,0.69,sadness,失落,0.89,sadness,失落,0.76,客服求助,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.69); 图像线索=抽卡截图/失落(0.89); 融合结果=失落(0.76); 意图=客服求助; 风险=中
FB0177,2026-05-15 20:30:00,鸣潮,漂泊者,3.3,声骸双倍,NGA论坛,邮件有效期太短，错过上线就领不到，有点难受。,活动奖励截图,anger,愤怒,0.62,anger,愤怒,0.52,anger,愤怒,0.58,福利补偿,高,是,优先客服跟进；同步运营群；检查公告口径,商业化/补偿；需人工复核,文本情绪=愤怒(0.62); 图像线索=活动奖励截图/愤怒(0.52); 融合结果=愤怒(0.58); 意图=福利补偿; 风险=高
FB0178,2026-04-15 00:21:00,原神,旅行者,5.7,海灯节复刻,TapTap,维护补偿到账很快，这点好评。,剧情CG截图,surprise,惊讶,0.94,sadness,失落,0.46,surprise,惊讶,0.77,福利补偿,低,否,记录样本；进入日报统计,商业化/补偿,文本情绪=惊讶(0.94); 图像线索=剧情CG截图/失落(0.46); 融合结果=惊讶(0.77); 意图=福利补偿; 风险=低
FB0179,2026-04-01 18:45:00,星穹铁道,开拓者,3.4,版本前瞻,客服工单,今天打活动关突然闪退两次，体力扣了但奖励没结算。,抽卡截图,anger,愤怒,0.69,sadness,失落,0.56,anger,愤怒,0.64,BUG反馈,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=愤怒(0.69); 图像线索=抽卡截图/失落(0.56); 融合结果=愤怒(0.64); 意图=BUG反馈; 风险=严重
FB0180,2026-05-04 12:39:00,鸣潮,漂泊者,3.3,声骸双倍,游戏内问卷,提交工单三天还没回复，活动都快结束了。,公告截图,sadness,失落,0.62,sadness,失落,0.81,sadness,失落,0.69,客服求助,中,是,生成角色化安抚回复；归入版本反馈池,常规反馈,文本情绪=失落(0.62); 图像线索=公告截图/失落(0.81); 融合结果=失落(0.69); 意图=客服求助; 风险=中
FB0181,2026-04-21 17:19:00,明日方舟,博士,2.6,限定寻访,微博超话,美术、音乐和角色塑造都在线，适合喜欢剧情向二游的玩家。,战斗掉帧截图,joy,喜悦,0.72,joy,喜悦,0.59,joy,喜悦,0.67,正向安利,低,是,记录样本；进入日报统计,可正向传播,文本情绪=喜悦(0.72); 图像线索=战斗掉帧截图/喜悦(0.59); 融合结果=喜悦(0.67); 意图=正向安利; 风险=低
FB0182,2026-05-13 03:18:00,星穹铁道,开拓者,3.2,版本前瞻,TapTap,更新包太大了，能不能做分包下载。,活动奖励截图,anger,愤怒,0.7,neutral,中性,0.89,neutral,中性,0.77,性能优化,低,否,记录样本；进入日报统计,体验问题,文本情绪=愤怒(0.7); 图像线索=活动奖励截图/中性(0.89); 融合结果=中性(0.77); 意图=性能优化; 风险=低
FB0183,2026-05-13 08:26:00,鸣潮,漂泊者,3.3,主线间章,客服工单,联机活动匹配体验一般，队友掉线后没有补偿机制。,战斗掉帧截图,neutral,中性,0.75,neutral,中性,0.37,neutral,中性,0.62,活动体验,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.75); 图像线索=战斗掉帧截图/中性(0.37); 融合结果=中性(0.62); 意图=活动体验; 风险=低
FB0184,2026-05-10 09:36:00,明日方舟,博士,2.6,限定寻访,TapTap,移动端画面特效一多就掉帧，尤其是新地图传送点附近。,抽卡截图,sadness,失落,0.87,surprise,惊讶,0.79,surprise,惊讶,0.84,BUG反馈,高,是,优先客服跟进；同步运营群；检查公告口径,体验问题；需人工复核,文本情绪=失落(0.87); 图像线索=抽卡截图/惊讶(0.79); 融合结果=惊讶(0.84); 意图=BUG反馈; 风险=高
FB0185,2026-04-26 18:55:00,原神,旅行者,5.6,角色祈愿,NGA论坛,客服回复很快，也帮我找回了误删邮件，感谢。,公告截图,trust,信任,0.75,anger,愤怒,0.6,trust,信任,0.7,客服求助,低,是,记录样本；进入日报统计,可正向传播,文本情绪=信任(0.75); 图像线索=公告截图/愤怒(0.6); 融合结果=信任(0.7); 意图=客服求助; 风险=低
FB0186,2026-04-15 12:39:00,原神,旅行者,5.8,深境挑战,客服工单,活动商店兑换材料丰富，肝度控制得不错。,剧情CG截图,joy,喜悦,0.66,neutral,中性,0.65,joy,喜悦,0.66,活动体验,低,否,记录样本；进入日报统计,可正向传播,文本情绪=喜悦(0.66); 图像线索=剧情CG截图/中性(0.65); 融合结果=喜悦(0.66); 意图=活动体验; 风险=低
FB0187,2026-05-06 11:58:00,明日方舟,博士,2.4,剿灭委托,TapTap,皮肤很漂亮，但价格略贵，特效如果再多一点会更愿意买。,战斗掉帧截图,joy,喜悦,0.69,sadness,失落,0.49,joy,喜悦,0.62,角色厨力,低,否,记录样本；进入日报统计,内容反馈；可正向传播,文本情绪=喜悦(0.69); 图像线索=战斗掉帧截图/失落(0.49); 融合结果=喜悦(0.62); 意图=角色厨力; 风险=低
FB0188,2026-05-03 09:28:00,鸣潮,漂泊者,3.2,共鸣者唤取,客服工单,低画质下部分特效还是很糊，截图看不清角色动作。,抽卡截图,anger,愤怒,0.88,anger,愤怒,0.78,anger,愤怒,0.84,性能优化,严重,是,立即人工复核；升级舆情预警；准备补充公告/补偿评估,体验问题；需人工复核,文本情绪=愤怒(0.88); 图像线索=抽卡截图/愤怒(0.78); 融合结果=愤怒(0.84); 意图=性能优化; 风险=严重
FB0189,2026-05-10 11:40:00,星穹铁道,开拓者,3.1,活动商店,微博超话,账号异常登录提醒不够明显，希望能增加二次确认。,抽卡截图,neutral,中性,0.72,trust,信任,0.47,neutral,中性,0.63,客服求助,低,是,记录样本；进入日报统计,常规反馈,文本情绪=中性(0.72); 图像线索=抽卡截图/信任(0.47); 融合结果=中性(0.63); 意图=客服求助; 风险=低
FB0190,2026-04-30 04:35:00,星穹铁道,开拓者,3.3,同行任务,小红书,联机活动匹配体验一般，队友掉线后没有补偿机制。,活动奖励截图,surprise,惊讶,0.8,joy,喜悦,0.38,surprise,惊讶,0.65,活动体验,低,否,记录样本；进入日报统计,常规反馈,文本情绪=惊讶(0.8); 图像线索=活动奖励截图/喜悦(0.38); 融合结果=惊讶(0.65); 意图=活动体验; 风险=低
